,lib,sgRNA,count_reads,count_Gbps
420,TargetSeq-V-D,VEGFA-Dis-6_R1,6658206,0.33600077
421,TargetSeq-V-D,VEGFA-Dis-6_R2,6658206,0.33600077
422,TargetSeq-V-D,VEGFA-Dis-7_R1,103543,0.005414209
423,TargetSeq-V-D,VEGFA-Dis-7_R2,103543,0.005414209
424,TargetSeq-V-D,VEGFA-Dis-8_R1,3254767,0.163714504
425,TargetSeq-V-D,VEGFA-Dis-8_R2,3254767,0.163714504
426,TargetSeq-Y-1,EMX1-guide-10_R1,4061197,0.204605454
427,TargetSeq-Y-1,EMX1-guide-10_R2,4061197,0.204605454
428,TargetSeq-Y-1,EMX1-guide-13_R1,3672448,0.168410186
429,TargetSeq-Y-1,EMX1-guide-13_R2,3672448,0.168410186
430,TargetSeq-Y-1,EMX1-guide-2_R1,2668895,0.12639254
431,TargetSeq-Y-1,EMX1-guide-2_R2,2668895,0.12639254
432,TargetSeq-Y-1,EMX1-guide-4_R1,3802757,0.171541442
433,TargetSeq-Y-1,EMX1-guide-4_R2,3802757,0.171541442
434,TargetSeq-Y-1,EMX1-notOFF-02_R1,3942640,0.188960066
435,TargetSeq-Y-1,EMX1-notOFF-02_R2,3942640,0.188960066
436,TargetSeq-Y-1,EMX1-on-target_R1,2860436,0.164116334
437,TargetSeq-Y-1,EMX1-on-target_R2,2860436,0.164116334
438,TargetSeq-Y-2,EMX1-guide-10_R1,4001594,0.185623784
439,TargetSeq-Y-2,EMX1-guide-10_R2,4001594,0.185623784
440,TargetSeq-Y-2,EMX1-guide-13_R1,3602324,0.184281066
441,TargetSeq-Y-2,EMX1-guide-13_R2,3602324,0.184281066
442,TargetSeq-Y-2,EMX1-guide-2_R1,2443475,0.117913428
443,TargetSeq-Y-2,EMX1-guide-2_R2,2443475,0.117913428
444,TargetSeq-Y-2,EMX1-guide-4_R1,3413921,0.180060359
445,TargetSeq-Y-2,EMX1-guide-4_R2,3413921,0.180060359
446,TargetSeq-Y-2,EMX1-notOFF-02_R1,3514575,0.142952632
447,TargetSeq-Y-2,EMX1-notOFF-02_R2,3514575,0.142952632
448,TargetSeq-Y-2,EMX1-on-target_R1,2721929,0.161807588
449,TargetSeq-Y-2,EMX1-on-target_R2,2721929,0.161807588
