,lib,sgRNA,count_reads,count_Gbps
431,TargetSeq-Y-1,EMX1-guide-2_R2,3193453,1.713e-05
432,TargetSeq-Y-1,EMX1-guide-4_R1,3193453,1.122e-05
433,TargetSeq-Y-1,EMX1-guide-4_R2,3193453,1.122e-05
434,TargetSeq-Y-1,EMX1-notOFF-02_R1,3193453,0.000644988
435,TargetSeq-Y-1,EMX1-notOFF-02_R2,3193453,0.000644988
436,TargetSeq-Y-1,EMX1-on-target_R1,3193453,0.001262724
437,TargetSeq-Y-1,EMX1-on-target_R2,3193453,0.001262724
438,TargetSeq-Y-2,EMX1-guide-10_R1,3193453,3.7541e-05
439,TargetSeq-Y-2,EMX1-guide-10_R2,3193453,3.7541e-05
440,TargetSeq-Y-2,EMX1-guide-13_R1,3193453,2.0159e-05
441,TargetSeq-Y-2,EMX1-guide-13_R2,3193453,2.0159e-05
442,TargetSeq-Y-2,EMX1-guide-2_R1,3193453,5.9281e-05
443,TargetSeq-Y-2,EMX1-guide-2_R2,3193453,5.9281e-05
444,TargetSeq-Y-2,EMX1-guide-4_R1,3193453,0.0026727
445,TargetSeq-Y-2,EMX1-guide-4_R2,3193453,0.0026727
446,TargetSeq-Y-2,EMX1-notOFF-02_R1,3193453,0.000122292
447,TargetSeq-Y-2,EMX1-notOFF-02_R2,3193453,0.000122292
448,TargetSeq-Y-2,EMX1-on-target_R1,3193453,4.41e-07
449,TargetSeq-Y-2,EMX1-on-target_R2,3193453,4.41e-07
